Development_Status_Origin,Use,Region_Destination,Development_Status_Destination,Value
Advanced,Adaptation,Latin America & Caribbean,Advanced,0.00008
Advanced,Adaptation,Sub-Saharan Africa,LDC,0.01403
LDC,Adaptation,Sub-Saharan Africa,EMDE,0
Advanced,Adaptation,South Asia,EMDE,0.00004
China,Adaptation,South Asia,EMDE,0
Advanced,Adaptation,Sub-Saharan Africa,EMDE,0.00008
Advanced,Adaptation,Middle East & North Africa,EMDE,0.00014
EMDE,Adaptation,Sub-Saharan Africa,LDC,0.00333
EMDE,Adaptation,Sub-Saharan Africa,EMDE,0.00252
EMDE,Adaptation,East Asia & Pacific,LDC,0.00021
Advanced,Adaptation,East Asia & Pacific,LDC,0.00069
EMDE,Mitigation,Sub-Saharan Africa,EMDE,0
Advanced,Dual benefit,Middle East & North Africa,EMDE,0.00556
China,Adaptation,Sub-Saharan Africa,EMDE,0
Advanced,Dual benefit,Latin America & Caribbean,LDC,0.00001
China,Mitigation,Transregional,LDC,0.00002
LDC,Mitigation,Transregional,EMDE,0.00265
Advanced,Dual benefit,Transregional,LDC,0.00224
Advanced,Mitigation,Transregional,LDC,0.00003
Advanced,Mitigation,Transregional,Advanced,0.00004
EMDE,Dual benefit,Transregional,LDC,0.0002
EMDE,Mitigation,Transregional,EMDE,0.00235
Unknown,Adaptation,Transregional,LDC,0
Advanced,Adaptation,Transregional,LDC,0.00461
LDC,Adaptation,Middle East & North Africa,EMDE,0
Advanced,Dual benefit,Sub-Saharan Africa,LDC,0.00002
Advanced,Dual benefit,South Asia,EMDE,0.00004
China,Dual benefit,East Asia & Pacific,Advanced,0
China,Dual benefit,Sub-Saharan Africa,LDC,0
EMDE,Mitigation,East Asia & Pacific,EMDE,0.84528
EMDE,Mitigation,Central Asia & Eastern Europe,EMDE,0.03661
LDC,Mitigation,Sub-Saharan Africa,LDC,0.00001
Advanced,Mitigation,Sub-Saharan Africa,EMDE,0.00011
Transregional,Mitigation,East Asia & Pacific,LDC,0
EMDE,Dual benefit,Sub-Saharan Africa,LDC,0.00118
Advanced,Dual benefit,Sub-Saharan Africa,EMDE,0.00001
Unknown,Mitigation,Central Asia & Eastern Europe,EMDE,0.00042
Advanced,Mitigation,Central Asia & Eastern Europe,Advanced,0.00309
Advanced,Mitigation,Sub-Saharan Africa,LDC,0.00004
Advanced,Mitigation,East Asia & Pacific,EMDE,0.00006
Advanced,Mitigation,Other Oceania,Advanced,0.01401
Advanced,Mitigation,East Asia & Pacific,LDC,0.00007
Advanced,Mitigation,US & Canada,Advanced,0.6996
EMDE,Mitigation,East Asia & Pacific,EMDE,0.01901
LDC,Mitigation,Sub-Saharan Africa,EMDE,0.00005
Advanced,Mitigation,South Asia,LDC,0.02089
Advanced,Mitigation,South Asia,LDC,0.001
LDC,Mitigation,Middle East & North Africa,LDC,0.00017
Unknown,Mitigation,Central Asia & Eastern Europe,EMDE,0.00259
Advanced,Dual benefit,US & Canada,Advanced,0.0086
Advanced,Mitigation,East Asia & Pacific,EMDE,0.06279
Advanced,Mitigation,South Asia,LDC,0
Advanced,Mitigation,Latin America & Caribbean,EMDE,0.00773
Advanced,Mitigation,South Asia,EMDE,0.00015
EMDE,Mitigation,Latin America & Caribbean,EMDE,0
EMDE,Mitigation,Central Asia & Eastern Europe,EMDE,0.72695
LDC,Mitigation,Latin America & Caribbean,LDC,0
EMDE,Mitigation,Central Asia & Eastern Europe,EMDE,0.00542
EMDE,Adaptation,Latin America & Caribbean,EMDE,0.03065
Advanced,Adaptation,Sub-Saharan Africa,EMDE,0.01048
EMDE,Adaptation,Latin America & Caribbean,EMDE,0.03405
Advanced,Adaptation,East Asia & Pacific,LDC,0.00039
China,Adaptation,South Asia,EMDE,0.0026
LDC,Adaptation,Latin America & Caribbean,EMDE,0.00001
Advanced,Adaptation,East Asia & Pacific,EMDE,0.00506
Advanced,Adaptation,South Asia,EMDE,0.00004
Advanced,Adaptation,Middle East & North Africa,EMDE,0.08338
Advanced,Adaptation,Latin America & Caribbean,EMDE,0
China,Adaptation,Middle East & North Africa,EMDE,0
China,Adaptation,South Asia,EMDE,0.00052
China,Adaptation,South Asia,LDC,0
Advanced,Mitigation,Unknown,Unknown,0.21842
Transregional,Dual benefit,Latin America & Caribbean,LDC,0
EMDE,Mitigation,Sub-Saharan Africa,LDC,0.00001
Advanced,Dual benefit,Latin America & Caribbean,LDC,0
Advanced,Dual benefit,Latin America & Caribbean,Advanced,0
Advanced,Mitigation,East Asia & Pacific,EMDE,0
Advanced,Mitigation,Transregional,EMDE,0.00072
Unknown,Mitigation,Transregional,Transregional,0
LDC,Mitigation,Transregional,Advanced,0
Advanced,Dual benefit,Transregional,EMDE,0.00014
Advanced,Adaptation,Transregional,EMDE,0
LDC,Adaptation,Transregional,EMDE,0
Advanced,Adaptation,Transregional,EMDE,0.00003
Advanced,Mitigation,East Asia & Pacific,EMDE,0.00006
Advanced,Dual benefit,Sub-Saharan Africa,LDC,0.01899
Advanced,Dual benefit,Sub-Saharan Africa,EMDE,0.00046
Advanced,Mitigation,Latin America & Caribbean,EMDE,0.00008
Advanced,Mitigation,Sub-Saharan Africa,LDC,0.00001
Advanced,Dual benefit,Western Europe,Advanced,0.00001
Advanced,Mitigation,Central Asia & Eastern Europe,Advanced,0.00719
LDC,Mitigation,Sub-Saharan Africa,LDC,0
Advanced,Mitigation,Latin America & Caribbean,EMDE,0.00016
Advanced,Mitigation,South Asia,LDC,0.11118
Advanced,Mitigation,Western Europe,Advanced,0.01337
Advanced,Mitigation,East Asia & Pacific,Advanced,0.00248
EMDE,Mitigation,South Asia,EMDE,1.36467
Advanced,Mitigation,Latin America & Caribbean,EMDE,0.00088
EMDE,Mitigation,Western Europe,Advanced,0.0029
Transregional,Mitigation,Sub-Saharan Africa,LDC,0.00793
Advanced,Mitigation,Latin America & Caribbean,EMDE,0.03591
Advanced,Mitigation,South Asia,LDC,0.00715
Advanced,Mitigation,Sub-Saharan Africa,LDC,0.06179
China,Mitigation,East Asia & Pacific,EMDE,0
China,Dual benefit,East Asia & Pacific,China,0.27308
China,Mitigation,South Asia,EMDE,0.00659
EMDE,Mitigation,Latin America & Caribbean,EMDE,0.0044
Advanced,Mitigation,Latin America & Caribbean,EMDE,0
China,Dual benefit,South Asia,EMDE,0.01035
Transregional,Dual benefit,Sub-Saharan Africa,LDC,0.00027
China,Mitigation,Central Asia & Eastern Europe,EMDE,0.00298
Advanced,Mitigation,Sub-Saharan Africa,EMDE,0.00003
Advanced,Mitigation,East Asia & Pacific,EMDE,0
Advanced,Mitigation,Other Oceania,Advanced,0.0006
Advanced,Adaptation,East Asia & Pacific,LDC,0
China,Adaptation,Sub-Saharan Africa,LDC,0.00002
Advanced,Adaptation,Central Asia & Eastern Europe,EMDE,0.00272
Advanced,Adaptation,South Asia,EMDE,0.00029
Advanced,Adaptation,Sub-Saharan Africa,LDC,0.02275
LDC,Adaptation,South Asia,LDC,0.00003
LDC,Adaptation,Sub-Saharan Africa,LDC,0.00064
LDC,Adaptation,South Asia,EMDE,0.00002
EMDE,Adaptation,East Asia & Pacific,LDC,0.00025
Advanced,Adaptation,Sub-Saharan Africa,EMDE,0.004
LDC,Adaptation,Central Asia & Eastern Europe,EMDE,0.00028
Advanced,Adaptation,Latin America & Caribbean,LDC,0.00001
LDC,Adaptation,East Asia & Pacific,LDC,0
EMDE,Mitigation,Sub-Saharan Africa,EMDE,0.00035
Advanced,Dual benefit,Middle East & North Africa,LDC,0.00002
EMDE,Adaptation,Sub-Saharan Africa,LDC,0
Advanced,Adaptation,Sub-Saharan Africa,EMDE,0.00002
EMDE,Adaptation,Sub-Saharan Africa,EMDE,0.00005
Advanced,Adaptation,Sub-Saharan Africa,EMDE,0.00003
Transregional,Dual benefit,Other Oceania,Advanced,0.00054
EMDE,Adaptation,Other Oceania,Advanced,0
Transregional,Mitigation,Transregional,LDC,0
Advanced,Mitigation,Transregional,LDC,0.00353
Advanced,Mitigation,Transregional,LDC,0.00362
LDC,Mitigation,Transregional,EMDE,0
China,Mitigation,Transregional,LDC,0.00382
China,Mitigation,Transregional,LDC,0.00007
Advanced,Dual benefit,Transregional,LDC,0.0028
Advanced,Mitigation,Transregional,LDC,0
Transregional,Dual benefit,Transregional,EMDE,0.00006
EMDE,Mitigation,Transregional,EMDE,0.01723
Advanced,Mitigation,Transregional,EMDE,0.03293
China,Mitigation,Transregional,LDC,0.00089
Advanced,Adaptation,Transregional,EMDE,0.05251
LDC,Adaptation,Transregional,LDC,0
Advanced,Adaptation,Transregional,LDC,0.00646
LDC,Adaptation,Transregional,Advanced,0
Advanced,Adaptation,Transregional,EMDE,0.05373
Advanced,Mitigation,East Asia & Pacific,EMDE,0
Advanced,Dual benefit,Sub-Saharan Africa,EMDE,0.0278
Advanced,Mitigation,Central Asia & Eastern Europe,EMDE,0.0073
Advanced,Mitigation,Sub-Saharan Africa,LDC,0.00015
LDC,Mitigation,Sub-Saharan Africa,EMDE,0.00009
EMDE,Mitigation,South Asia,LDC,0.00234
EMDE,Mitigation,East Asia & Pacific,LDC,0.00001
EMDE,Dual benefit,Middle East & North Africa,EMDE,0.00133
Transregional,Dual benefit,East Asia & Pacific,EMDE,0.00002
China,Mitigation,Latin America & Caribbean,LDC,0.00001
Advanced,Mitigation,Central Asia & Eastern Europe,Advanced,0.01435
Unknown,Mitigation,Western Europe,Advanced,0.28061
Unknown,Mitigation,Central Asia & Eastern Europe,Advanced,0.00009
Advanced,Mitigation,South Asia,EMDE,0.01406
Advanced,Mitigation,Sub-Saharan Africa,EMDE,0
LDC,Mitigation,Latin America & Caribbean,EMDE,0
LDC,Mitigation,Middle East & North Africa,LDC,0.0001
Advanced,Mitigation,Western Europe,Advanced,0.13169
Advanced,Mitigation,Middle East & North Africa,EMDE,0.01985
EMDE,Mitigation,South Asia,EMDE,0.05516
Advanced,Mitigation,East Asia & Pacific,LDC,0.01996
EMDE,Mitigation,East Asia & Pacific,LDC,0.00283
LDC,Mitigation,Latin America & Caribbean,LDC,0.00017
Unknown,Mitigation,Central Asia & Eastern Europe,EMDE,0.04944
LDC,Mitigation,Middle East & North Africa,LDC,0.00944
Advanced,Dual benefit,Latin America & Caribbean,EMDE,0.00042
EMDE,Dual benefit,Sub-Saharan Africa,LDC,0.02535
LDC,Mitigation,South Asia,EMDE,0
Advanced,Mitigation,Western Europe,Advanced,0.00214
Advanced,Mitigation,Western Europe,Advanced,0.31243
Advanced,Mitigation,Latin America & Caribbean,EMDE,0
EMDE,Mitigation,Middle East & North Africa,EMDE,0.00486
Advanced,Mitigation,Sub-Saharan Africa,EMDE,0
China,Mitigation,Sub-Saharan Africa,LDC,0
Advanced,Mitigation,Sub-Saharan Africa,LDC,0.00069
Advanced,Mitigation,Latin America & Caribbean,EMDE,0.00177
Advanced,Mitigation,Latin America & Caribbean,LDC,0
Advanced,Mitigation,Middle East & North Africa,EMDE,0.00004
Advanced,Adaptation,Latin America & Caribbean,LDC,0
Advanced,Adaptation,South Asia,LDC,0.00041
Advanced,Adaptation,South Asia,LDC,0.00105
China,Adaptation,East Asia & Pacific,LDC,0
LDC,Adaptation,South Asia,EMDE,0
EMDE,Adaptation,Sub-Saharan Africa,EMDE,0.00087
LDC,Adaptation,Latin America & Caribbean,LDC,0.00003
EMDE,Adaptation,Latin America & Caribbean,EMDE,0.00007
China,Adaptation,Latin America & Caribbean,EMDE,0.00001
EMDE,Adaptation,Middle East & North Africa,LDC,0.00045
EMDE,Adaptation,Central Asia & Eastern Europe,Advanced,0.00005
LDC,Adaptation,Sub-Saharan Africa,EMDE,0.00067
China,Adaptation,South Asia,EMDE,0.00114
Transregional,Adaptation,Latin America & Caribbean,EMDE,0.00044
EMDE,Adaptation,Unknown,Unknown,0.00478
Advanced,Mitigation,Sub-Saharan Africa,EMDE,0.01189
Advanced,Dual benefit,Western Europe,Advanced,0.00011
Advanced,Mitigation,Transregional,Advanced,0
Advanced,Mitigation,Transregional,LDC,0.00032
Advanced,Mitigation,Transregional,Advanced,0.00304
LDC,Mitigation,Transregional,Advanced,0
Advanced,Mitigation,Transregional,EMDE,0.00001
LDC,Mitigation,Transregional,EMDE,0.00137
Advanced,Adaptation,Transregional,EMDE,0.01117
Advanced,Mitigation,East Asia & Pacific,EMDE,0
EMDE,Mitigation,Central Asia & Eastern Europe,EMDE,0.03989
Advanced,Mitigation,Western Europe,Advanced,0.00106
Advanced,Dual benefit,Latin America & Caribbean,EMDE,0.01418
China,Dual benefit,Central Asia & Eastern Europe,EMDE,0.00063
China,Dual benefit,Latin America & Caribbean,EMDE,0.00002
China,Dual benefit,Latin America & Caribbean,LDC,0
Advanced,Mitigation,Sub-Saharan Africa,EMDE,0.00135
Advanced,Mitigation,Sub-Saharan Africa,EMDE,0.00012
Advanced,Dual benefit,Latin America & Caribbean,EMDE,0.00001
China,Mitigation,South Asia,EMDE,0
Unknown,Dual benefit,Central Asia & Eastern Europe,EMDE,0.00004
Advanced,Mitigation,Middle East & North Africa,EMDE,0.00152
Advanced,Mitigation,East Asia & Pacific,Advanced,0.04955
Advanced,Mitigation,Latin America & Caribbean,Advanced,0.00001
China,Mitigation,East Asia & Pacific,China,0.03328
EMDE,Mitigation,Sub-Saharan Africa,EMDE,0.00125
LDC,Dual benefit,East Asia & Pacific,EMDE,0.00005
LDC,Mitigation,Sub-Saharan Africa,LDC,0.00043
Advanced,Mitigation,Central Asia & Eastern Europe,Advanced,0.47536
EMDE,Mitigation,Latin America & Caribbean,LDC,0.00026
Advanced,Mitigation,US & Canada,Advanced,0.00007
EMDE,Dual benefit,Middle East & North Africa,EMDE,0.30433
Advanced,Dual benefit,Latin America & Caribbean,EMDE,0
China,Mitigation,Latin America & Caribbean,EMDE,0.00181
Transregional,Dual benefit,Sub-Saharan Africa,LDC,0.00003
Advanced,Mitigation,Latin America & Caribbean,EMDE,0
Advanced,Mitigation,Middle East & North Africa,EMDE,0
Advanced,Dual benefit,Sub-Saharan Africa,EMDE,0.00002
Advanced,Dual benefit,Sub-Saharan Africa,LDC,0
EMDE,Mitigation,Sub-Saharan Africa,LDC,0.00089
EMDE,Mitigation,Sub-Saharan Africa,LDC,0.00177
Advanced,Dual benefit,Latin America & Caribbean,LDC,0.00108
Advanced,Mitigation,Latin America & Caribbean,EMDE,0.00179
Advanced,Mitigation,Western Europe,Advanced,0.07448
Advanced,Mitigation,Central Asia & Eastern Europe,Advanced,0.01185
Advanced,Dual benefit,Latin America & Caribbean,EMDE,0.00228
Advanced,Adaptation,Middle East & North Africa,EMDE,0.1
Advanced,Adaptation,East Asia & Pacific,LDC,0.00006
Advanced,Adaptation,South Asia,EMDE,0.00302
Advanced,Adaptation,Sub-Saharan Africa,Advanced,0.00002
LDC,Adaptation,Latin America & Caribbean,EMDE,0.0091
Advanced,Adaptation,Sub-Saharan Africa,EMDE,0.01545
EMDE,Adaptation,East Asia & Pacific,EMDE,0.00055
EMDE,Adaptation,South Asia,LDC,0.12277
LDC,Adaptation,Central Asia & Eastern Europe,EMDE,0.00005
Advanced,Adaptation,Latin America & Caribbean,EMDE,0
Advanced,Adaptation,South Asia,EMDE,0.00013
Advanced,Adaptation,East Asia & Pacific,China,0.00001
EMDE,Adaptation,Latin America & Caribbean,EMDE,0.00081
China,Mitigation,Unknown,Transregional,0
EMDE,Mitigation,Sub-Saharan Africa,LDC,0
EMDE,Adaptation,Central Asia & Eastern Europe,Advanced,0.00002
Advanced,Mitigation,Other Oceania,Advanced,0.0154
Advanced,Dual benefit,Sub-Saharan Africa,Advanced,0
China,Dual benefit,Transregional,EMDE,0.00003
China,Mitigation,Transregional,Advanced,0
Advanced,Mitigation,Transregional,LDC,0.10398
EMDE,Mitigation,Transregional,Advanced,0
Advanced,Dual benefit,Transregional,EMDE,0.00084
China,Mitigation,Transregional,EMDE,0.0028
China,Mitigation,Transregional,LDC,0.00096
Advanced,Dual benefit,Transregional,LDC,0.00231
Advanced,Adaptation,Transregional,Advanced,0
China,Adaptation,Transregional,LDC,0.00001
Advanced,Adaptation,Sub-Saharan Africa,EMDE,0.02722
Advanced,Mitigation,Latin America & Caribbean,EMDE,0.00021
Advanced,Mitigation,Western Europe,Advanced,0.00013
Advanced,Mitigation,Latin America & Caribbean,EMDE,0.00007
Advanced,Mitigation,Latin America & Caribbean,LDC,0
EMDE,Dual benefit,East Asia & Pacific,China,0.00041
EMDE,Dual benefit,South Asia,EMDE,0.00132
EMDE,Dual benefit,East Asia & Pacific,LDC,0
Transregional,Dual benefit,Sub-Saharan Africa,LDC,0.00018
China,Mitigation,Latin America & Caribbean,LDC,0.00056
China,Mitigation,Middle East & North Africa,EMDE,0
Advanced,Mitigation,Western Europe,Advanced,0.00974
Advanced,Mitigation,Middle East & North Africa,Advanced,0.03794
EMDE,Mitigation,Middle East & North Africa,EMDE,0.04635
Advanced,Mitigation,Western Europe,Advanced,0.00016
EMDE,Mitigation,Sub-Saharan Africa,EMDE,0.00002
Advanced,Mitigation,Latin America & Caribbean,EMDE,0.02221
China,Mitigation,US & Canada,Advanced,0.03029
Advanced,Mitigation,Central Asia & Eastern Europe,Advanced,0.00417
Advanced,Mitigation,Sub-Saharan Africa,LDC,0.16294
Advanced,Mitigation,Sub-Saharan Africa,LDC,0.17323
Advanced,Dual benefit,East Asia & Pacific,China,0.08608
LDC,Mitigation,East Asia & Pacific,China,0.00001
EMDE,Mitigation,Central Asia & Eastern Europe,EMDE,0.00016
China,Mitigation,Central Asia & Eastern Europe,EMDE,0.03888
EMDE,Mitigation,Sub-Saharan Africa,LDC,0.00788
China,Mitigation,Latin America & Caribbean,EMDE,0.00252
Advanced,Mitigation,Central Asia & Eastern Europe,Advanced,0.02815
Advanced,Dual benefit,Latin America & Caribbean,EMDE,0.00871
Advanced,Mitigation,Latin America & Caribbean,LDC,0.00381
Advanced,Mitigation,East Asia & Pacific,China,0
Advanced,Mitigation,Sub-Saharan Africa,EMDE,0
Advanced,Mitigation,Western Europe,Advanced,0.00005
LDC,Mitigation,Sub-Saharan Africa,EMDE,0
LDC,Mitigation,Latin America & Caribbean,LDC,0.00006
China,Mitigation,Central Asia & Eastern Europe,EMDE,0.0005
Advanced,Mitigation,Western Europe,Advanced,0.0113
Advanced,Adaptation,Middle East & North Africa,EMDE,0.04907
LDC,Adaptation,South Asia,LDC,0.00027
EMDE,Adaptation,South Asia,LDC,0.00345
Advanced,Adaptation,Sub-Saharan Africa,EMDE,0.02263
LDC,Adaptation,East Asia & Pacific,LDC,0
China,Adaptation,Central Asia & Eastern Europe,EMDE,0.00232
EMDE,Adaptation,South Asia,EMDE,0.00153
Advanced,Adaptation,East Asia & Pacific,EMDE,0.00001
Advanced,Adaptation,Sub-Saharan Africa,LDC,0.0122
EMDE,Adaptation,South Asia,LDC,0.00051
Advanced,Adaptation,Middle East & North Africa,Advanced,0.00517
EMDE,Adaptation,Sub-Saharan Africa,LDC,0.00002
EMDE,Adaptation,South Asia,LDC,0.00091
Advanced,Adaptation,Sub-Saharan Africa,EMDE,0.07797
China,Adaptation,South Asia,LDC,0.00004
China,Adaptation,Middle East & North Africa,EMDE,0
EMDE,Adaptation,South Asia,LDC,0.00353
Unknown,Mitigation,Unknown,Transregional,0
EMDE,Dual benefit,Sub-Saharan Africa,EMDE,0.00027
China,Adaptation,Sub-Saharan Africa,EMDE,0
Advanced,Adaptation,East Asia & Pacific,Advanced,0
Advanced,Dual benefit,East Asia & Pacific,EMDE,0
EMDE,Dual benefit,Transregional,EMDE,0.00002
Advanced,Adaptation,Transregional,Advanced,0
Advanced,Adaptation,Transregional,LDC,0.00007
EMDE,Adaptation,Transregional,LDC,0.00003
Advanced,Mitigation,Sub-Saharan Africa,LDC,0.00002
Advanced,Mitigation,Latin America & Caribbean,Advanced,0.00001
Advanced,Dual benefit,Sub-Saharan Africa,EMDE,0.00414
LDC,Mitigation,Sub-Saharan Africa,LDC,0.00003
LDC,Mitigation,South Asia,LDC,0.00138
LDC,Mitigation,East Asia & Pacific,LDC,0
Advanced,Mitigation,Latin America & Caribbean,LDC,0.00123
Advanced,Mitigation,South Asia,EMDE,0.07841
China,Mitigation,East Asia & Pacific,China,2.94724
EMDE,Mitigation,Latin America & Caribbean,EMDE,0.0009
EMDE,Mitigation,Middle East & North Africa,LDC,0.0013
Advanced,Mitigation,Western Europe,Advanced,0.19489
EMDE,Mitigation,Latin America & Caribbean,EMDE,10.26825
Advanced,Mitigation,Western Europe,Advanced,0.37772
LDC,Dual benefit,Latin America & Caribbean,EMDE,0.00001
EMDE,Mitigation,Latin America & Caribbean,EMDE,0.1667
Advanced,Mitigation,East Asia & Pacific,LDC,0.00039
Advanced,Dual benefit,Sub-Saharan Africa,LDC,0
Advanced,Dual benefit,Western Europe,Advanced,0.00057
EMDE,Mitigation,East Asia & Pacific,China,0.0744
LDC,Mitigation,Sub-Saharan Africa,LDC,0
LDC,Mitigation,Central Asia & Eastern Europe,EMDE,0.00013
Advanced,Mitigation,Sub-Saharan Africa,LDC,0
Advanced,Mitigation,Sub-Saharan Africa,EMDE,0.00001
Transregional,Adaptation,Middle East & North Africa,EMDE,0.84351
LDC,Adaptation,South Asia,EMDE,0.00029
China,Adaptation,East Asia & Pacific,China,0.00001
EMDE,Adaptation,East Asia & Pacific,LDC,0.00289
Advanced,Adaptation,Sub-Saharan Africa,EMDE,0.00099
Advanced,Adaptation,Middle East & North Africa,EMDE,0.00332
Advanced,Adaptation,Central Asia & Eastern Europe,EMDE,0.00103
Advanced,Adaptation,Sub-Saharan Africa,LDC,0.01138
Advanced,Adaptation,East Asia & Pacific,EMDE,0.00001
Transregional,Adaptation,East Asia & Pacific,LDC,0.00026
LDC,Adaptation,Latin America & Caribbean,LDC,0
EMDE,Adaptation,Central Asia & Eastern Europe,EMDE,0.00026
Advanced,Mitigation,Sub-Saharan Africa,EMDE,0.00777
Advanced,Dual benefit,Sub-Saharan Africa,EMDE,0
Advanced,Adaptation,East Asia & Pacific,Advanced,0.00262
China,Adaptation,Sub-Saharan Africa,EMDE,0
LDC,Adaptation,South Asia,EMDE,0
Advanced,Dual benefit,Latin America & Caribbean,LDC,0
Advanced,Mitigation,Transregional,EMDE,0.00004
Advanced,Mitigation,Transregional,Advanced,0.00068
Advanced,Adaptation,Transregional,Advanced,0.00561
China,Adaptation,Transregional,EMDE,0.00306
EMDE,Adaptation,Transregional,Advanced,0
Advanced,Dual benefit,East Asia & Pacific,China,0.0001
Advanced,Mitigation,Other Oceania,Advanced,0.05525
Advanced,Mitigation,Central Asia & Eastern Europe,EMDE,0.07785
Advanced,Dual benefit,East Asia & Pacific,LDC,0.01381
LDC,Mitigation,Latin America & Caribbean,LDC,0
Unknown,Mitigation,Western Europe,Advanced,0.00576
Advanced,Mitigation,Other Oceania,Advanced,0.00019
EMDE,Mitigation,Middle East & North Africa,EMDE,4.10505
Advanced,Mitigation,Sub-Saharan Africa,LDC,0.00001
Advanced,Mitigation,South Asia,EMDE,0.00001
Advanced,Mitigation,Sub-Saharan Africa,EMDE,0
LDC,Mitigation,Latin America & Caribbean,EMDE,0.00005
China,Mitigation,South Asia,EMDE,0.00033
EMDE,Mitigation,East Asia & Pacific,LDC,0.2
EMDE,Mitigation,Central Asia & Eastern Europe,EMDE,0.02416
LDC,Mitigation,Latin America & Caribbean,EMDE,0
EMDE,Dual benefit,Sub-Saharan Africa,LDC,0.0033
Advanced,Dual benefit,US & Canada,Advanced,0.0362
